[2025-03-12 17:12:08,685] [INFO] Node started: localhost:30123 | index=124 | f=1, k=4
[2025-03-12 17:12:25,078] [INFO] [30123] PRE-PREPARE received: {'request_id': 1741767145002, 'data': 'llapbft_message_1741767145002', 'timestamp': 1741767145.0385158, 'leader': 30135, 'cluster_id': 2, 'cluster_ports': [30004, 30007, 30008, 30014, 30015, 30024, 30031, 30032, 30034, 30037, 30039, 30040, 30042, 30048, 30057, 30065, 30068, 30073, 30076, 30082, 30083, 30085, 30098, 30105, 30108, 30110, 30115, 30119, 30123, 30129, 30135, 30136, 30140, 30141, 30146, 30149, 30152, 30153, 30156, 30160, 30162, 30164, 30166, 30167, 30170, 30175, 30185, 30187, 30191, 30194, 30196, 30198], 'cluster_manager': {'host': 'localhost', 'port': 30032, 'latitude': 36.6267404, 'longitude': 127.4587946, 'altitude': 76, 'offset_m': 'lat: 15 m, lng: 26 m, alt: 76 m'}, 'simulated_delay': 0.00010222222222222222, 'distance': 24.819534536128312, 'message_size_bits': 5520}
[2025-03-12 17:12:25,084] [INFO] [30123] Broadcasting PREPARE: REQUEST 1741767145002
[2025-03-12 17:12:30,880] [INFO] [30123] PREPARE received from 30166 for REQUEST 1741767145002
[2025-03-12 17:12:30,880] [INFO] [30123] PREPARE received from 30031 for REQUEST 1741767145002
[2025-03-12 17:12:30,880] [INFO] [30123] PREPARE received from 30146 for REQUEST 1741767145002
[2025-03-12 17:12:30,887] [INFO] [30123] COMMIT received from 30164 for REQUEST 1741767145002
[2025-03-12 17:12:30,887] [INFO] [30123] COMMIT received from 30110 for REQUEST 1741767145002
[2025-03-12 17:12:30,905] [INFO] [30123] COMMIT received from 30152 for REQUEST 1741767145002
[2025-03-12 17:12:31,247] [INFO] [30123] PREPARE received from 30008 for REQUEST 1741767145002
[2025-03-12 17:12:31,262] [INFO] [30123] COMMIT received from 30162 for REQUEST 1741767145002
[2025-03-12 17:12:31,280] [INFO] [30123] COMMIT received from 30008 for REQUEST 1741767145002
[2025-03-12 17:12:32,711] [INFO] [30123] PRE-PREPARE received: {'request_id': 1741767152662, 'data': 'llapbft_message_1741767152662', 'timestamp': 1741767152.6934347, 'leader': 30135, 'cluster_id': 2, 'cluster_ports': [30004, 30007, 30008, 30014, 30015, 30024, 30031, 30032, 30034, 30037, 30039, 30040, 30042, 30048, 30057, 30065, 30068, 30073, 30076, 30082, 30083, 30085, 30098, 30105, 30108, 30110, 30115, 30119, 30123, 30129, 30135, 30136, 30140, 30141, 30146, 30149, 30152, 30153, 30156, 30160, 30162, 30164, 30166, 30167, 30170, 30175, 30185, 30187, 30191, 30194, 30196, 30198], 'cluster_manager': {'host': 'localhost', 'port': 30032, 'latitude': 36.6267404, 'longitude': 127.4587946, 'altitude': 76, 'offset_m': 'lat: 15 m, lng: 26 m, alt: 76 m'}, 'simulated_delay': 0.00010222222222222222, 'distance': 24.819534536128312, 'message_size_bits': 5520}
[2025-03-12 17:12:32,711] [INFO] [30123] Broadcasting PREPARE: REQUEST 1741767152662
[2025-03-12 17:12:32,745] [INFO] [30123] PREPARE received from 30175 for REQUEST 1741767152662
[2025-03-12 17:12:32,745] [INFO] [30123] Broadcasting COMMIT: REQUEST 1741767152662
[2025-03-12 17:12:32,746] [INFO] [30123] PREPARE received from 30082 for REQUEST 1741767152662
[2025-03-12 17:12:32,746] [INFO] [30123] PREPARE received from 30083 for REQUEST 1741767152662
[2025-03-12 17:12:32,746] [INFO] [30123] PREPARE received from 30057 for REQUEST 1741767152662
[2025-03-12 17:12:32,747] [INFO] [30123] PREPARE received from 30068 for REQUEST 1741767152662
[2025-03-12 17:12:32,747] [INFO] [30123] PREPARE received from 30152 for REQUEST 1741767152662
[2025-03-12 17:12:32,747] [INFO] [30123] PREPARE received from 30108 for REQUEST 1741767152662
[2025-03-12 17:12:32,747] [INFO] [30123] PREPARE received from 30039 for REQUEST 1741767152662
[2025-03-12 17:12:32,748] [INFO] [30123] PREPARE received from 30194 for REQUEST 1741767152662
[2025-03-12 17:12:32,748] [INFO] [30123] PREPARE received from 30110 for REQUEST 1741767152662
[2025-03-12 17:12:32,748] [INFO] [30123] PREPARE received from 30141 for REQUEST 1741767152662
[2025-03-12 17:12:32,749] [INFO] [30123] PREPARE received from 30162 for REQUEST 1741767152662
[2025-03-12 17:12:32,750] [INFO] [30123] PREPARE received from 30073 for REQUEST 1741767152662
[2025-03-12 17:12:32,750] [INFO] [30123] PREPARE received from 30034 for REQUEST 1741767152662
[2025-03-12 17:12:32,750] [INFO] [30123] PREPARE received from 30115 for REQUEST 1741767152662
[2025-03-12 17:12:32,759] [INFO] [30123] PREPARE received from 30085 for REQUEST 1741767152662
[2025-03-12 17:12:32,760] [INFO] [30123] PREPARE received from 30098 for REQUEST 1741767152662
[2025-03-12 17:12:32,762] [INFO] [30123] PREPARE received from 30105 for REQUEST 1741767152662
[2025-03-12 17:12:32,763] [INFO] [30123] PREPARE received from 30015 for REQUEST 1741767152662
[2025-03-12 17:12:32,766] [INFO] [30123] PREPARE received from 30048 for REQUEST 1741767152662
[2025-03-12 17:12:32,786] [INFO] [30123] COMMIT received from 30082 for REQUEST 1741767152662
[2025-03-12 17:12:32,788] [INFO] [30123] COMMIT received from 30098 for REQUEST 1741767152662
[2025-03-12 17:12:32,788] [INFO] [30123] COMMIT complete. Sending PRE-REPLY: REQUEST 1741767152662 directly to Manager 30032
[2025-03-12 17:12:32,789] [INFO] [30123] COMMIT received from 30115 for REQUEST 1741767152662
[2025-03-12 17:12:32,808] [INFO] [30123] COMMIT received from 30083 for REQUEST 1741767152662
[2025-03-12 17:12:32,809] [INFO] [30123] COMMIT received from 30057 for REQUEST 1741767152662
[2025-03-12 17:12:32,810] [INFO] [30123] COMMIT received from 30068 for REQUEST 1741767152662
[2025-03-12 17:12:32,810] [INFO] [30123] COMMIT received from 30152 for REQUEST 1741767152662
[2025-03-12 17:12:32,811] [INFO] [30123] COMMIT received from 30108 for REQUEST 1741767152662
[2025-03-12 17:12:32,811] [INFO] [30123] COMMIT received from 30039 for REQUEST 1741767152662
[2025-03-12 17:12:32,812] [INFO] [30123] COMMIT received from 30194 for REQUEST 1741767152662
[2025-03-12 17:12:32,813] [INFO] [30123] COMMIT received from 30085 for REQUEST 1741767152662
[2025-03-12 17:12:32,813] [INFO] [30123] COMMIT received from 30110 for REQUEST 1741767152662
[2025-03-12 17:12:32,814] [INFO] [30123] COMMIT received from 30141 for REQUEST 1741767152662
[2025-03-12 17:12:32,814] [INFO] [30123] COMMIT received from 30162 for REQUEST 1741767152662
[2025-03-12 17:12:32,815] [INFO] [30123] COMMIT received from 30073 for REQUEST 1741767152662
[2025-03-12 17:12:32,815] [INFO] [30123] COMMIT received from 30048 for REQUEST 1741767152662
[2025-03-12 17:12:32,815] [INFO] [30123] COMMIT received from 30034 for REQUEST 1741767152662
[2025-03-12 17:12:32,818] [INFO] [30123] COMMIT received from 30015 for REQUEST 1741767152662
[2025-03-12 17:12:32,949] [INFO] [30123] PREPARE received from 30037 for REQUEST 1741767152662
[2025-03-12 17:12:33,225] [INFO] [30123] PREPARE received from 30136 for REQUEST 1741767152662
[2025-03-12 17:12:33,229] [INFO] [30123] PREPARE received from 30076 for REQUEST 1741767152662
[2025-03-12 17:12:33,229] [INFO] [30123] PREPARE received from 30140 for REQUEST 1741767152662
[2025-03-12 17:12:33,231] [INFO] [30123] PREPARE received from 30191 for REQUEST 1741767152662
[2025-03-12 17:12:33,231] [INFO] [30123] PREPARE received from 30164 for REQUEST 1741767152662
[2025-03-12 17:12:33,234] [INFO] [30123] COMMIT received from 30191 for REQUEST 1741767152662
[2025-03-12 17:12:33,234] [INFO] [30123] COMMIT received from 30198 for REQUEST 1741767152662
[2025-03-12 17:12:33,234] [INFO] [30123] PREPARE received from 30156 for REQUEST 1741767152662
[2025-03-12 17:12:33,234] [INFO] [30123] PREPARE received from 30198 for REQUEST 1741767152662
[2025-03-12 17:12:33,234] [INFO] [30123] COMMIT received from 30153 for REQUEST 1741767152662
[2025-03-12 17:12:33,234] [INFO] [30123] COMMIT received from 30076 for REQUEST 1741767152662
[2025-03-12 17:12:33,237] [INFO] [30123] COMMIT received from 30140 for REQUEST 1741767152662
[2025-03-12 17:12:33,237] [INFO] [30123] PREPARE received from 30166 for REQUEST 1741767152662
[2025-03-12 17:12:33,237] [INFO] [30123] COMMIT received from 30004 for REQUEST 1741767152662
[2025-03-12 17:12:33,238] [INFO] [30123] COMMIT received from 30166 for REQUEST 1741767152662
[2025-03-12 17:12:33,238] [INFO] [30123] PREPARE received from 30004 for REQUEST 1741767152662
[2025-03-12 17:12:33,238] [INFO] [30123] COMMIT received from 30175 for REQUEST 1741767152662
[2025-03-12 17:12:33,238] [INFO] [30123] PREPARE received from 30153 for REQUEST 1741767152662
[2025-03-12 17:12:33,238] [INFO] [30123] COMMIT received from 30156 for REQUEST 1741767152662
[2025-03-12 17:12:33,238] [INFO] [30123] COMMIT received from 30136 for REQUEST 1741767152662
[2025-03-12 17:12:33,238] [INFO] [30123] COMMIT received from 30164 for REQUEST 1741767152662
[2025-03-12 17:12:33,240] [INFO] [30123] PREPARE received from 30185 for REQUEST 1741767152662
[2025-03-12 17:12:33,240] [INFO] [30123] PREPARE received from 30008 for REQUEST 1741767152662
[2025-03-12 17:12:33,242] [INFO] [30123] PREPARE received from 30187 for REQUEST 1741767152662
[2025-03-12 17:12:33,244] [INFO] [30123] PREPARE received from 30167 for REQUEST 1741767152662
[2025-03-12 17:12:33,248] [INFO] [30123] PREPARE received from 30119 for REQUEST 1741767152662
[2025-03-12 17:12:33,250] [INFO] [30123] COMMIT received from 30185 for REQUEST 1741767152662
[2025-03-12 17:12:33,251] [INFO] [30123] COMMIT received from 30008 for REQUEST 1741767152662
[2025-03-12 17:12:33,328] [INFO] [30123] COMMIT received from 30167 for REQUEST 1741767152662
[2025-03-12 17:12:33,330] [INFO] [30123] COMMIT received from 30187 for REQUEST 1741767152662
[2025-03-12 17:12:33,330] [INFO] [30123] PREPARE received from 30196 for REQUEST 1741767152662
[2025-03-12 17:12:33,330] [INFO] [30123] COMMIT received from 30119 for REQUEST 1741767152662
[2025-03-12 17:12:33,337] [INFO] [30123] PREPARE received from 30040 for REQUEST 1741767152662
[2025-03-12 17:12:33,355] [INFO] [30123] PREPARE received from 30170 for REQUEST 1741767152662
[2025-03-12 17:12:33,355] [INFO] [30123] PREPARE received from 30042 for REQUEST 1741767152662
[2025-03-12 17:12:33,365] [INFO] [30123] PREPARE received from 30014 for REQUEST 1741767152662
[2025-03-12 17:12:33,372] [INFO] [30123] COMMIT received from 30040 for REQUEST 1741767152662
[2025-03-12 17:12:33,378] [INFO] [30123] PREPARE received from 30160 for REQUEST 1741767152662
[2025-03-12 17:12:33,400] [INFO] [30123] COMMIT received from 30105 for REQUEST 1741767152662
[2025-03-12 17:12:33,410] [INFO] [30123] COMMIT received from 30160 for REQUEST 1741767152662
[2025-03-12 17:12:33,413] [INFO] [30123] COMMIT received from 30037 for REQUEST 1741767152662
[2025-03-12 17:12:33,417] [INFO] [30123] COMMIT received from 30014 for REQUEST 1741767152662
[2025-03-12 17:12:33,454] [INFO] [30123] PREPARE received from 30149 for REQUEST 1741767152662
[2025-03-12 17:12:33,486] [INFO] [30123] PREPARE received from 30065 for REQUEST 1741767152662
[2025-03-12 17:12:33,488] [INFO] [30123] COMMIT received from 30065 for REQUEST 1741767152662
[2025-03-12 17:12:33,509] [INFO] [30123] COMMIT received from 30149 for REQUEST 1741767152662
[2025-03-12 17:12:33,555] [INFO] [30123] COMMIT received from 30135 for REQUEST 1741767152662
[2025-03-12 17:12:33,653] [INFO] [30123] PREPARE received from 30129 for REQUEST 1741767152662
[2025-03-12 17:12:33,678] [INFO] [30123] COMMIT received from 30129 for REQUEST 1741767152662
[2025-03-12 17:12:33,727] [INFO] [30123] PREPARE received from 30146 for REQUEST 1741767152662
[2025-03-12 17:12:33,745] [INFO] [30123] COMMIT received from 30146 for REQUEST 1741767152662
[2025-03-12 17:12:33,766] [INFO] [30123] PREPARE received from 30007 for REQUEST 1741767152662
[2025-03-12 17:12:33,796] [INFO] [30123] COMMIT received from 30007 for REQUEST 1741767152662
[2025-03-12 17:12:33,840] [INFO] [30123] COMMIT received from 30196 for REQUEST 1741767152662
[2025-03-12 17:12:33,868] [INFO] [30123] COMMIT received from 30042 for REQUEST 1741767152662
[2025-03-12 17:12:33,953] [INFO] [30123] PREPARE received from 30024 for REQUEST 1741767152662
[2025-03-12 17:12:33,980] [INFO] [30123] PREPARE received from 30031 for REQUEST 1741767152662
[2025-03-12 17:12:33,990] [INFO] [30123] COMMIT received from 30024 for REQUEST 1741767152662
[2025-03-12 17:12:34,078] [INFO] [30123] COMMIT received from 30170 for REQUEST 1741767152662
[2025-03-12 17:12:34,105] [INFO] [30123] COMMIT received from 30031 for REQUEST 1741767152662
[2025-03-12 17:12:34,216] [INFO] [30123] PRE-PREPARE received: {'request_id': 1741767154166, 'data': 'llapbft_message_1741767154166', 'timestamp': 1741767154.1986613, 'leader': 30135, 'cluster_id': 2, 'cluster_ports': [30004, 30007, 30008, 30014, 30015, 30024, 30031, 30032, 30034, 30037, 30039, 30040, 30042, 30048, 30057, 30065, 30068, 30073, 30076, 30082, 30083, 30085, 30098, 30105, 30108, 30110, 30115, 30119, 30123, 30129, 30135, 30136, 30140, 30141, 30146, 30149, 30152, 30153, 30156, 30160, 30162, 30164, 30166, 30167, 30170, 30175, 30185, 30187, 30191, 30194, 30196, 30198], 'cluster_manager': {'host': 'localhost', 'port': 30032, 'latitude': 36.6267404, 'longitude': 127.4587946, 'altitude': 76, 'offset_m': 'lat: 15 m, lng: 26 m, alt: 76 m'}, 'simulated_delay': 0.00010222222222222222, 'distance': 24.819534536128312, 'message_size_bits': 5520}
[2025-03-12 17:12:34,216] [INFO] [30123] Broadcasting PREPARE: REQUEST 1741767154166
[2025-03-12 17:12:34,240] [INFO] [30123] PREPARE received from 30082 for REQUEST 1741767154166
[2025-03-12 17:12:34,240] [INFO] [30123] Broadcasting COMMIT: REQUEST 1741767154166
[2025-03-12 17:12:34,242] [INFO] [30123] PREPARE received from 30175 for REQUEST 1741767154166
[2025-03-12 17:12:34,252] [INFO] [30123] PREPARE received from 30166 for REQUEST 1741767154166
[2025-03-12 17:12:34,252] [INFO] [30123] PREPARE received from 30037 for REQUEST 1741767154166
[2025-03-12 17:12:34,252] [INFO] [30123] PREPARE received from 30141 for REQUEST 1741767154166
[2025-03-12 17:12:34,252] [INFO] [30123] PREPARE received from 30034 for REQUEST 1741767154166
[2025-03-12 17:12:34,252] [INFO] [30123] PREPARE received from 30187 for REQUEST 1741767154166
[2025-03-12 17:12:34,252] [INFO] [30123] PREPARE received from 30115 for REQUEST 1741767154166
[2025-03-12 17:12:34,254] [INFO] [30123] PREPARE received from 30170 for REQUEST 1741767154166
[2025-03-12 17:12:34,254] [INFO] [30123] PREPARE received from 30065 for REQUEST 1741767154166
[2025-03-12 17:12:34,254] [INFO] [30123] PREPARE received from 30185 for REQUEST 1741767154166
[2025-03-12 17:12:34,254] [INFO] [30123] PREPARE received from 30083 for REQUEST 1741767154166
[2025-03-12 17:12:34,256] [INFO] [30123] PREPARE received from 30119 for REQUEST 1741767154166
[2025-03-12 17:12:34,256] [INFO] [30123] PREPARE received from 30152 for REQUEST 1741767154166
[2025-03-12 17:12:34,256] [INFO] [30123] PREPARE received from 30146 for REQUEST 1741767154166
[2025-03-12 17:12:34,256] [INFO] [30123] PREPARE received from 30194 for REQUEST 1741767154166
[2025-03-12 17:12:34,256] [INFO] [30123] PREPARE received from 30110 for REQUEST 1741767154166
[2025-03-12 17:12:34,256] [INFO] [30123] PREPARE received from 30153 for REQUEST 1741767154166
[2025-03-12 17:12:34,258] [INFO] [30123] PREPARE received from 30167 for REQUEST 1741767154166
[2025-03-12 17:12:34,258] [INFO] [30123] PREPARE received from 30085 for REQUEST 1741767154166
[2025-03-12 17:12:34,258] [INFO] [30123] PREPARE received from 30105 for REQUEST 1741767154166
[2025-03-12 17:12:34,277] [INFO] [30123] COMMIT received from 30082 for REQUEST 1741767154166
[2025-03-12 17:12:34,277] [INFO] [30123] PREPARE received from 30098 for REQUEST 1741767154166
[2025-03-12 17:12:34,295] [INFO] [30123] COMMIT received from 30115 for REQUEST 1741767154166
[2025-03-12 17:12:34,295] [INFO] [30123] COMMIT complete. Sending PRE-REPLY: REQUEST 1741767154166 directly to Manager 30032
[2025-03-12 17:12:34,297] [INFO] [30123] COMMIT received from 30037 for REQUEST 1741767154166
[2025-03-12 17:12:34,297] [INFO] [30123] COMMIT received from 30119 for REQUEST 1741767154166
[2025-03-12 17:12:34,297] [INFO] [30123] COMMIT received from 30146 for REQUEST 1741767154166
[2025-03-12 17:12:34,299] [INFO] [30123] COMMIT received from 30110 for REQUEST 1741767154166
[2025-03-12 17:12:34,299] [INFO] [30123] PREPARE received from 30057 for REQUEST 1741767154166
[2025-03-12 17:12:34,299] [INFO] [30123] COMMIT received from 30085 for REQUEST 1741767154166
[2025-03-12 17:12:34,299] [INFO] [30123] COMMIT received from 30141 for REQUEST 1741767154166
[2025-03-12 17:12:34,299] [INFO] [30123] COMMIT received from 30167 for REQUEST 1741767154166
[2025-03-12 17:12:34,301] [INFO] [30123] COMMIT received from 30034 for REQUEST 1741767154166
[2025-03-12 17:12:34,301] [INFO] [30123] COMMIT received from 30187 for REQUEST 1741767154166
[2025-03-12 17:12:34,301] [INFO] [30123] COMMIT received from 30083 for REQUEST 1741767154166
[2025-03-12 17:12:34,302] [INFO] [30123] COMMIT received from 30152 for REQUEST 1741767154166
